,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,LQD,HYG,GLD,DBC,VNQ
2021-07-09,0.074308,0.065906,0.139043,0.087474,0.100424,0.069439,0.064314,0.076207,0.089360,0.074378,0.068088,0.091061
2021-07-16,0.060856,0.071429,0.050206,0.053096,0.058748,0.152164,0.144489,0.132180,0.079973,0.077458,0.056530,0.062870
2021-07-23,0.094120,0.096937,0.101508,0.086001,0.081919,0.076589,0.069370,0.079084,0.074767,0.102626,0.068440,0.068639
2021-07-30,0.058983,0.057157,0.072979,0.066117,0.119083,0.125425,0.103422,0.088475,0.073355,0.098331,0.067592,0.069082
2021-08-06,0.092856,0.096730,0.094907,0.087715,0.093727,0.057212,0.055073,0.068751,0.080906,0.105339,0.095731,0.071052
2021-08-13,0.058714,0.076575,0.052824,0.069624,0.075045,0.116953,0.107005,0.109911,0.066400,0.116299,0.086699,0.063949
2021-08-20,0.092223,0.088609,0.136648,0.078231,0.102908,0.046116,0.050656,0.053023,0.084597,0.052726,0.128736,0.085528
2021-08-27,0.065945,0.062300,0.055123,0.075769,0.087757,0.084140,0.099801,0.082457,0.074367,0.084669,0.150438,0.077234
2021-09-03,0.089271,0.087845,0.054927,0.093044,0.091901,0.082937,0.084202,0.072350,0.108656,0.062437,0.070701,0.101728
2021-09-10,0.079420,0.070691,0.093359,0.066207,0.066991,0.126842,0.105225,0.110743,0.076740,0.052405,0.074801,0.076576
2021-09-17,0.091816,0.092385,0.093081,0.070889,0.067134,0.107564,0.096827,0.088195,0.072933,0.082734,0.045360,0.091080
2021-09-24,0.095035,0.103025,0.063303,0.095931,0.071796,0.086919,0.091796,0.081489,0.070845,0.069452,0.091356,0.079052
2021-10-01,0.065677,0.068907,0.083750,0.093249,0.091959,0.115238,0.099204,0.086286,0.076456,0.073237,0.058383,0.087654
2021-10-08,0.070853,0.092798,0.067356,0.106003,0.117645,0.067508,0.067908,0.057590,0.099360,0.105400,0.064167,0.083413
2021-10-15,0.077241,0.089249,0.092166,0.069934,0.063001,0.106028,0.092565,0.108018,0.085079,0.068314,0.062192,0.086211
2021-10-22,0.057758,0.060602,0.084985,0.057997,0.056540,0.106860,0.125231,0.106740,0.083466,0.128471,0.055959,0.075392
2021-10-29,0.095048,0.130447,0.099771,0.072614,0.093332,0.051525,0.066274,0.063304,0.105548,0.068179,0.074305,0.079656
2021-11-05,0.069427,0.063451,0.076605,0.089570,0.104444,0.062277,0.070048,0.079293,0.087617,0.106942,0.095070,0.095256
2021-11-12,0.102323,0.116016,0.072783,0.109524,0.117748,0.051060,0.057055,0.056341,0.090354,0.061787,0.062294,0.102716
2021-11-19,0.066752,0.062088,0.086595,0.072273,0.079895,0.116794,0.068109,0.099274,0.084572,0.079996,0.095675,0.087979
2021-11-26,0.083099,0.063391,0.106370,0.101189,0.077817,0.047505,0.056843,0.056033,0.079904,0.107627,0.132980,0.087241
2021-12-03,0.108503,0.108603,0.111224,0.107362,0.107073,0.033994,0.033817,0.038685,0.092315,0.063929,0.094246,0.100248
2021-12-10,0.111666,0.134973,0.134061,0.088493,0.109345,0.044554,0.044494,0.043471,0.076372,0.054932,0.074518,0.083121
2021-12-17,0.066599,0.064275,0.105296,0.085820,0.089674,0.112158,0.087020,0.085015,0.079777,0.077436,0.060237,0.086693
2021-12-31,0.116048,0.097249,0.057975,0.112383,0.084894,0.046592,0.059018,0.061440,0.080147,0.083727,0.123068,0.077458
2022-01-07,0.087415,0.103603,0.084761,0.079099,0.086465,0.068939,0.090376,0.090853,0.078210,0.059279,0.098470,0.072531
2022-01-14,0.081930,0.106267,0.100585,0.061148,0.055009,0.105629,0.103101,0.103695,0.080900,0.057016,0.064383,0.080336
2022-01-21,0.068961,0.057305,0.066197,0.070734,0.068374,0.129616,0.127196,0.126552,0.073532,0.079279,0.047279,0.084977
2022-01-28,0.124074,0.129499,0.119695,0.105641,0.098259,0.043241,0.043348,0.044708,0.068516,0.081604,0.067813,0.073601
2022-02-04,0.046508,0.044196,0.054109,0.095379,0.093557,0.110192,0.081879,0.099773,0.089578,0.125483,0.107373,0.051972
2022-02-11,0.060430,0.049114,0.062394,0.064728,0.065124,0.132384,0.131423,0.131076,0.091735,0.066524,0.055387,0.089682
2022-02-18,0.131910,0.129520,0.110131,0.118956,0.109957,0.039875,0.036833,0.042696,0.098297,0.040879,0.044811,0.096135
2022-02-25,0.104715,0.125605,0.106586,0.089380,0.099226,0.048277,0.055572,0.063150,0.070119,0.080700,0.066625,0.090045
2022-03-04,0.048523,0.056361,0.050877,0.048968,0.063817,0.109185,0.117342,0.072393,0.073998,0.127981,0.170144,0.060411
2022-03-11,0.109249,0.128164,0.123971,0.125454,0.117674,0.035975,0.034573,0.070503,0.113522,0.040755,0.032946,0.067214
2022-03-18,0.102091,0.119295,0.102501,0.088782,0.099807,0.053362,0.066889,0.067021,0.096842,0.086593,0.041390,0.075428
2022-03-25,0.068287,0.051310,0.074118,0.075446,0.071887,0.053322,0.075317,0.091829,0.086612,0.156157,0.089297,0.106418
2022-04-01,0.056777,0.071707,0.064028,0.064681,0.080252,0.124875,0.126973,0.120782,0.101640,0.081353,0.053389,0.053544
2022-04-08,0.079727,0.100687,0.062360,0.064789,0.058971,0.072786,0.155737,0.066300,0.089001,0.120580,0.069352,0.059711
2022-04-22,0.073866,0.110998,0.085820,0.062885,0.061759,0.116268,0.114406,0.119230,0.095152,0.052101,0.045202,0.062313
2022-04-29,0.106990,0.108531,0.101279,0.085999,0.066518,0.079263,0.051933,0.061582,0.077694,0.081009,0.100886,0.078317
2022-05-06,0.101968,0.101617,0.095783,0.070754,0.046286,0.091968,0.086556,0.099621,0.088960,0.051383,0.068967,0.096138
2022-05-13,0.074043,0.091976,0.093096,0.077302,0.077924,0.110616,0.102985,0.107069,0.080871,0.053751,0.055822,0.074545
2022-05-20,0.040385,0.037051,0.039291,0.040496,0.044699,0.158395,0.157997,0.152745,0.090482,0.137276,0.051006,0.050177
2022-05-27,0.094943,0.114899,0.105327,0.072782,0.082516,0.051326,0.054779,0.059862,0.098506,0.092333,0.092115,0.080612
2022-06-03,0.051431,0.048332,0.052916,0.082772,0.096061,0.125605,0.120153,0.075228,0.067877,0.136962,0.076333,0.066330
2022-06-10,0.102378,0.116161,0.078867,0.089200,0.084010,0.068792,0.077288,0.081208,0.090646,0.088246,0.044714,0.078490
2022-06-17,0.099729,0.102607,0.093293,0.088578,0.062752,0.071372,0.102131,0.095822,0.097016,0.037602,0.073342,0.075755
2022-06-24,0.078713,0.056447,0.066358,0.096534,0.074570,0.071851,0.083930,0.071180,0.069554,0.120828,0.138755,0.071281
2022-07-01,0.041031,0.040588,0.042833,0.042848,0.054173,0.179489,0.172809,0.105464,0.064861,0.120323,0.071802,0.063780
2022-07-08,0.073073,0.093697,0.074982,0.110518,0.139401,0.058507,0.044392,0.045208,0.057763,0.127511,0.099760,0.075190
2022-07-15,0.077864,0.072462,0.074166,0.069493,0.071806,0.134299,0.137055,0.090963,0.069681,0.072992,0.045197,0.084021
2022-07-22,0.058728,0.060556,0.062191,0.072664,0.121658,0.098364,0.086052,0.058729,0.057149,0.159701,0.074233,0.089974
2022-07-29,0.113918,0.136091,0.124699,0.080846,0.096722,0.036937,0.034655,0.039906,0.082508,0.065885,0.123467,0.064367
2022-08-05,0.055405,0.050947,0.077703,0.061003,0.111374,0.125670,0.100296,0.079570,0.081275,0.087847,0.081962,0.086951
2022-08-12,0.066262,0.086796,0.050669,0.075957,0.058213,0.120179,0.115893,0.119436,0.083654,0.093255,0.072170,0.057516
2022-08-19,0.061290,0.057344,0.061933,0.101997,0.100376,0.066025,0.077039,0.050973,0.068284,0.087216,0.180302,0.087222
2022-08-26,0.083660,0.096737,0.090915,0.076382,0.069209,0.100966,0.103207,0.104157,0.087834,0.069540,0.053012,0.064380
2022-09-02,0.106699,0.106730,0.104842,0.097231,0.073251,0.041067,0.062164,0.088656,0.103191,0.083770,0.047161,0.085238
2022-09-09,0.117748,0.131239,0.100435,0.094026,0.094017,0.054471,0.043822,0.070323,0.078996,0.053179,0.057869,0.103877
2022-09-16,0.059628,0.050582,0.057784,0.050659,0.080113,0.118345,0.137691,0.103742,0.096227,0.100882,0.047220,0.097128
2022-09-23,0.096731,0.093437,0.110025,0.084200,0.085824,0.113605,0.063160,0.089762,0.055570,0.055539,0.084209,0.067938
2022-09-30,0.093155,0.094049,0.096635,0.102290,0.086565,0.043936,0.046417,0.070119,0.096999,0.093921,0.105610,0.070304
2022-10-07,0.105788,0.111269,0.078315,0.067434,0.065003,0.114305,0.086367,0.079870,0.082099,0.060582,0.100294,0.048675
2022-10-14,0.100044,0.102162,0.096217,0.077516,0.076121,0.082839,0.084459,0.097433,0.089904,0.075964,0.038933,0.078407
2022-10-21,0.094633,0.102212,0.092379,0.074855,0.067511,0.077292,0.087337,0.095068,0.059614,0.078156,0.092701,0.078242
2022-10-28,0.048388,0.049072,0.054348,0.058554,0.076690,0.189652,0.093648,0.093508,0.058366,0.053196,0.122547,0.102032
2022-11-04,0.038897,0.036880,0.042071,0.058419,0.099195,0.135599,0.148934,0.070825,0.050194,0.131164,0.137384,0.050437
2022-11-11,0.060777,0.056479,0.073495,0.042609,0.044873,0.188825,0.177271,0.108471,0.072910,0.043389,0.042782,0.088117
2022-11-18,0.069212,0.049581,0.080255,0.051048,0.050904,0.144644,0.150983,0.082633,0.085064,0.079148,0.048861,0.107666
2022-11-25,0.062528,0.077061,0.060550,0.068128,0.085821,0.116740,0.119852,0.077425,0.064882,0.103135,0.106642,0.057236
2022-12-02,0.078399,0.106340,0.071293,0.063141,0.085084,0.098558,0.082424,0.070702,0.089824,0.073848,0.115054,0.065332
2022-12-09,0.090774,0.105757,0.068595,0.085241,0.073150,0.045219,0.065689,0.048646,0.090377,0.101093,0.135341,0.090118
2022-12-16,0.086593,0.084774,0.092982,0.060591,0.073309,0.120557,0.122197,0.114503,0.063306,0.054947,0.061023,0.065219
2022-12-23,0.094407,0.089389,0.077004,0.078689,0.053125,0.106851,0.083705,0.090764,0.084089,0.044369,0.099137,0.098469
2022-12-30,0.062864,0.074335,0.068128,0.068719,0.080873,0.147525,0.137775,0.114156,0.066856,0.069504,0.045285,0.063982
2023-01-06,0.075598,0.069733,0.073675,0.093517,0.092530,0.120681,0.111550,0.117304,0.062678,0.055054,0.049235,0.078445
2023-01-13,0.070456,0.065824,0.082159,0.073038,0.105727,0.066054,0.062144,0.062252,0.070920,0.077752,0.168485,0.095190
2023-01-20,0.067903,0.061115,0.064036,0.064853,0.065161,0.137906,0.143309,0.116699,0.080742,0.050575,0.054809,0.092892
2023-01-27,0.043639,0.039605,0.049991,0.060925,0.056365,0.151749,0.152597,0.141353,0.074492,0.101136,0.064919,0.063231
2023-02-03,0.068904,0.053313,0.063261,0.079598,0.083516,0.091829,0.096995,0.105522,0.094883,0.081224,0.122317,0.058638
