,Date,Last Px,SMAVG (50) ,SMAVG (100) ,SMAVG (200) 
Th,10/19/2023,134.62,116.1008,116.2232,122.1918
We,10/18/2023,129.17,115.7832,116.2724,122.1685
Tu,10/17/2023,130.17,115.6186,116.3036,122.1308
Mo,10/16/2023,130.16,115.3334,116.3189,122.0811
,,,,,
Fr,10/13/2023,128.33,115.2222,116.3402,122.0307
Th,10/12/2023,126.37,114.9586,116.332,122.0135
We,10/11/2023,127.18,114.7588,116.2933,121.9475
Tu,10/10/2023,136.17,114.4558,116.2293,121.8718
,,,,,
Fr,10/6/2023,126.64,113.9276,116.1706,121.766
Th,10/5/2023,130.18,113.6178,116.1831,121.7324
We,10/4/2023,128.23,113.1118,116.0865,121.6731
Tu,10/3/2023,141.67,112.8076,116.0863,121.6002
Mo,10/2/2023,127.59,112.1732,115.9256,121.4482
,,,,,
Fr,9/29/2023,113.55,111.7546,115.989,121.4115
Th,9/28/2023,115.24,111.7406,116.2042,121.5191
We,9/27/2023,122.09,111.5796,116.3539,121.6526
Tu,9/26/2023,117.72,111.3868,116.5401,121.7061
Mo,9/25/2023,117.33,111.3024,116.7079,121.7652
,,,,,
Fr,9/22/2023,101.11,111.2054,116.9101,121.8341
Th,9/21/2023,106,111.4182,117.1808,121.974
We,9/20/2023,97.04,111.5796,117.3454,122.0764
Tu,9/19/2023,101.31,112.1802,117.5993,122.1843
Mo,9/18/2023,99.32,112.7886,117.8901,122.2766
,,,,,
Fr,9/15/2023,96.61,113.4104,118.2682,122.4164
Th,9/14/2023,97.11,114.1708,118.5649,122.5895
We,9/13/2023,101.86,114.4392,118.8022,122.7626
Tu,9/12/2023,105.11,114.6174,118.9897,122.9013
Mo,9/11/2023,107.23,114.728,119.1788,123.0567
,,,,,
Fr,9/8/2023,104.34,114.8524,119.3343,123.1882
Th,9/7/2023,105.2,114.9316,119.5178,123.3272
We,9/6/2023,111.31,115.0446,119.6542,123.4479
Tu,9/5/2023,109.64,114.9988,119.7406,123.5522
,,,,,
Fr,9/1/2023,102.92,114.9208,119.941,123.6581
Th,8/31/2023,107.93,115.0164,120.3096,123.7867
We,8/30/2023,109.84,115.0746,120.6603,123.8469
Tu,8/29/2023,110.68,115.1616,120.9539,123.8562
Mo,8/28/2023,110.45,115.0366,121.3244,123.9248
,,,,,
Fr,8/25/2023,110.37,114.9744,121.7589,124.0042
Th,8/24/2023,117.56,115.0544,122.1327,124.094
We,8/23/2023,118.4,115.0792,122.3388,124.1484
Tu,8/22/2023,126.65,115.1072,122.5141,124.2378
Mo,8/21/2023,130.69,114.8896,122.66,124.3104
,,,,,
Fr,8/18/2023,120.51,114.578,122.8589,124.399
Th,8/17/2023,121.14,114.5778,123.2134,124.5361
We,8/16/2023,117.24,114.4434,123.6187,124.6534
Tu,8/15/2023,121.8,114.4802,124.1829,124.7811
Mo,8/14/2023,119.94,114.4632,124.4789,124.8731
,,,,,
Fr,8/11/2023,112.13,114.557,124.7079,125.0123
Th,8/10/2023,108.64,115.0348,125.2097,125.2217
We,8/9/2023,112.55,115.6892,125.9497,125.4633
Tu,8/8/2023,118.74,116.3456,126.6253,125.6786
Mo,8/7/2023,120.94,116.7616,127.1175,125.8235
,,,,,
Fr,8/4/2023,115.91,116.9886,127.8952,125.9478
Th,8/3/2023,124.6,117.3044,128.4326,126.1203
We,8/2/2023,115.15,117.4582,128.9225,126.2618
Tu,8/1/2023,116.38,117.7054,129.1716,126.4614
Mo,7/31/2023,112.03,117.8278,129.3006,126.6832
,,,,,
Fr,7/28/2023,109.76,118.0028,129.4779,126.9008
Th,7/27/2023,111.15,118.4136,129.7136,127.0944
We,7/26/2023,104.88,118.7484,129.884,127.305
Tu,7/25/2023,113.02,119.0612,130.0604,127.5407
Mo,7/24/2023,109.95,119.365,130.1714,127.7317
,,,,,
Fr,7/21/2023,106.66,119.678,130.2827,127.9466
Th,7/20/2023,112.85,120.2234,130.4521,128.1228
We,7/19/2023,107.19,120.6678,130.5239,128.2992
Tu,7/18/2023,112.45,121.1282,130.6804,128.5582
Mo,7/17/2023,113.5,121.6934,130.7304,128.7865
,,,,,
Fr,7/14/2023,112.48,122.1134,130.7775,128.9871
Th,7/13/2023,111.75,122.6148,130.8489,129.1111
We,7/12/2023,114.07,122.9434,130.8325,129.212
Tu,7/11/2023,127.07,123.1112,130.8019,129.2943
Mo,7/10/2023,131.73,123.0184,130.6176,129.3323
,,,,,
Fr,7/7/2023,130.41,122.9916,130.4062,129.3426
Th,7/6/2023,134.63,123.126,130.2088,129.3153
We,7/5/2023,110.53,122.959,129.9588,129.2625
Mo,7/3/2023,110.77,123.1652,129.878,129.3366
,,,,,
Fr,6/30/2023,110.64,123.362,129.7778,129.4271
Th,6/29/2023,113.45,123.6296,129.7029,129.4892
We,6/28/2023,108.3,123.8162,129.6247,129.5297
Tu,6/27/2023,110.85,124.104,129.5316,129.6089
Mo,6/26/2023,109.02,124.2638,129.4007,129.7202
,,,,,
Fr,6/23/2023,105.74,124.4824,129.2838,129.8428
Th,6/22/2023,107.7,124.9612,129.2218,129.9178
We,6/21/2023,110.84,125.6028,129.1825,130.0121
Tu,6/20/2023,114.19,126.246,129.0811,130.0822
,,,,,
Fr,6/16/2023,104.43,126.7462,128.982,130.1496
Th,6/15/2023,107.34,127.6122,129.0151,130.2782
We,6/14/2023,114.37,128.5434,129.0693,130.3562
Tu,6/13/2023,118.8,129.211,129.0725,130.416
Mo,6/12/2023,119.8,129.5984,129.0321,130.4877
,,,,,
Fr,6/9/2023,115.77,129.921,128.9794,130.558
Th,6/8/2023,115.11,130.4304,128.9478,130.6586
We,6/7/2023,120.5,131.1398,129.0194,130.7021
Tu,6/6/2023,114.42,131.849,128.9499,130.7009
Mo,6/5/2023,119.08,132.794,128.9291,130.7173
,,,,,
Fr,6/2/2023,120.95,133.8856,128.89,130.706
Th,6/1/2023,124.63,134.4946,128.8757,130.6703
We,5/31/2023,136.02,134.8588,128.7961,130.5786
Tu,5/30/2023,141.36,135.3846,128.5746,130.4541
,,,,,
Fr,5/26/2023,145.37,136.2102,128.3563,130.3235
Th,5/25/2023,139.54,136.905,128.1604,130.2223
We,5/24/2023,132.29,137.4734,128.0647,130.1452
Tu,5/23/2023,131.7,138.8018,127.9579,130.0966
Mo,5/22/2023,132.29,139.5608,127.8434,130.041
,,,,,
Fr,5/19/2023,127.51,140.3868,127.7212,129.9897
Th,5/18/2023,122.5,140.6378,127.695,129.9984
We,5/17/2023,120.78,140.7734,127.6017,129.9883
Tu,5/16/2023,130.3,140.953,127.5144,129.9662
Mo,5/15/2023,127.89,141.0136,127.3614,129.9144
,,,,,
Fr,5/12/2023,120.52,141.0196,127.2817,129.8613
Th,5/11/2023,128.21,141.0596,127.2597,129.9015
We,5/10/2023,125.6,140.9778,127.1141,129.9018
Tu,5/9/2023,133.93,140.8874,126.9707,129.8923
Mo,5/8/2023,135.07,140.6808,126.834,129.8284
,,,,,
Fr,5/5/2023,130.21,140.38,126.8341,129.7675
Th,5/4/2023,140.71,140.2326,126.9513,129.74
We,5/3/2023,134.5,139.7674,126.8721,129.6749
Tu,5/2/2023,137.55,139.4416,126.8225,129.6516
Mo,5/1/2023,128.18,139.083,126.758,129.6527
,,,,,
Fr,4/28/2023,122.46,138.7216,126.7671,129.6923
Th,4/27/2023,122.43,138.4926,126.8075,129.8206
We,4/26/2023,130.39,138.2168,126.7694,129.947
Tu,4/25/2023,137.13,137.8208,126.6632,130.0213
Mo,4/24/2023,126.28,137.2916,126.5646,130.0842
,,,,,
Fr,4/21/2023,120.84,136.9586,126.6141,130.2085
Th,4/20/2023,120.61,136.5908,126.723,130.3851
We,4/19/2023,124.02,136.1936,126.8129,130.5029
Tu,4/18/2023,122.78,135.7762,126.9347,130.5603
Mo,4/17/2023,122.69,135.4332,127.0422,130.5986
,,,,,
Fr,4/14/2023,118.84,134.9592,127.1366,130.6612
Th,4/13/2023,119.95,134.5376,127.2415,130.7331
We,4/12/2023,129.68,134.0852,127.3638,130.7684
Tu,4/11/2023,139.78,133.4824,127.3753,130.7498
Mo,4/10/2023,143,132.7622,127.2637,130.7007
,,,,,
Fr,4/7/2023,139.2,131.9162,127.0336,130.6802
Th,4/6/2023,147.73,131.2178,126.7585,130.653
We,4/5/2023,153.9,130.418,126.5252,130.6048
Tu,4/4/2023,147.75,129.5952,126.2495,130.515
Mo,4/3/2023,138.17,128.934,126.0553,130.4966
,,,,,
Fr,3/31/2023,135.93,128.4658,125.958,130.5018
Th,3/30/2023,141.24,128.0378,125.9615,130.3934
We,3/29/2023,150.58,127.4652,125.9608,130.2136
Tu,3/28/2023,155.96,126.899,125.9392,129.9872
Mo,3/27/2023,161.67,126.0508,125.8588,129.7204
,,,,,
Fr,3/24/2023,173.66,125.0642,125.6881,129.4234
Th,3/23/2023,151.4,123.8944,125.3793,129.0437
We,3/22/2023,142.84,123.2568,125.2673,128.7831
Tu,3/21/2023,162.31,122.7334,125.3167,128.6158
Mo,3/20/2023,182.64,121.7646,125.2338,128.3398
,,,,,
Fr,3/17/2023,180.11,120.5024,124.9769,127.919
Th,3/16/2023,167.96,119.4158,124.7319,127.5309
We,3/15/2023,198.71,118.656,124.5296,127.2196
Tu,3/14/2023,169.65,117.114,124.0004,126.7818
Mo,3/13/2023,173.59,116.126,123.8081,126.4845
,,,,,
Fr,3/10/2023,140.06,115.0556,123.6011,126.172
Th,3/9/2023,129.28,114.7522,123.7513,126.047
We,3/8/2023,129.76,114.43,124.0657,125.9749
Tu,3/7/2023,133.33,114.0758,124.3238,125.9233
Mo,3/6/2023,128.19,113.7092,124.4751,125.8465
,,,,,
Fr,3/3/2023,122.52,113.5438,124.7261,125.7785
Th,3/2/2023,124.12,113.4598,125.021,125.7596
We,3/1/2023,121.08,113.2504,125.2919,125.7292
Tu,2/28/2023,123.6,113.054,125.6105,125.7577
Mo,2/27/2023,120.03,112.9872,125.7934,125.7657
,,,,,
Fr,2/24/2023,122.84,113.2882,126.0745,125.7727
Th,2/23/2023,117.45,113.67,126.436,125.7721
We,2/22/2023,118.21,113.9768,126.8427,125.7948
Tu,2/21/2023,119.62,114.2034,127.1967,125.8361
,,,,,
Fr,2/17/2023,110.11,114.433,127.3733,125.9138
Th,2/16/2023,111.01,114.8126,127.5915,126.0052
We,2/15/2023,108.64,115.1224,127.7868,126.0939
Tu,2/14/2023,110.59,115.322,128.047,126.2012
Mo,2/13/2023,110.67,115.5056,128.279,126.2946
,,,,,
Fr,2/10/2023,109.63,115.8376,128.4218,126.3995
Th,2/9/2023,102.45,116.2696,128.5662,126.4919
We,2/8/2023,100.75,116.8552,128.7952,126.6331
Tu,2/7/2023,103.15,117.4322,129.0764,126.755
Mo,2/6/2023,105.63,118.0932,129.2756,126.8529
,,,,,
Fr,2/3/2023,98.99,118.6512,129.4347,126.9363
Th,2/2/2023,97.76,119.314,129.6862,127.0397
We,2/1/2023,97.33,119.9454,130.0398,127.1326
Tu,1/31/2023,99.54,120.6424,130.4019,127.2348
Mo,1/30/2023,103.77,121.2682,130.6137,127.3865
,,,,,
Fr,1/27/2023,100.7,121.7652,130.8418,127.492
Th,1/26/2023,104.28,122.151,131.0832,127.6018
We,1/25/2023,107.74,122.2992,131.3173,127.7
Tu,1/24/2023,112.76,122.6324,131.5413,127.7431
Mo,1/23/2023,114.69,122.9038,131.6432,127.7212
,,,,,
Fr,1/20/2023,114.76,123.1766,131.7596,127.6895
Th,1/19/2023,114.53,123.4502,131.9433,127.65
We,1/18/2023,112.61,123.8852,132.1365,127.6423
Tu,1/17/2023,122.27,124.4564,132.3693,127.6689
,,,,,
Fr,1/13/2023,113.55,124.9794,132.3847,127.7039
Th,1/12/2023,112.34,125.6668,132.4518,127.7625
We,1/11/2023,115.17,126.312,132.5054,127.7665
Tu,1/10/2023,119.52,126.8642,132.522,127.7193
Mo,1/9/2023,116.67,127.2778,132.465,127.6486
,,,,,
Fr,1/6/2023,113.87,127.9,132.3611,127.5749
Th,1/5/2023,119.53,128.703,132.3335,127.4644
We,1/4/2023,125.78,129.4514,132.2908,127.3255
Tu,1/3/2023,129.97,130.048,132.2842,127.1995
,,,,,
Fr,12/30/2022,121.61,130.4032,132.2257,127.0548
Th,12/29/2022,120.25,130.8868,132.2354,126.9722
We,12/28/2022,120.07,131.4902,132.2386,126.8661
Tu,12/27/2022,124.89,132.1466,132.2583,126.7923
,,,,,
Fr,12/23/2022,113.17,132.7504,132.3017,126.7223
Th,12/22/2022,112.05,133.7014,132.375,126.8233
We,12/21/2022,115,134.5718,132.4181,126.9632
Tu,12/20/2022,119.92,135.241,132.4674,127.0473
Mo,12/19/2022,118.32,135.9084,132.441,127.0236
,,,,,
Fr,12/16/2022,113.65,136.5822,132.5433,126.9834
Th,12/15/2022,111.26,137.3334,132.6895,127.0064
We,12/14/2022,120.26,138.167,132.8139,126.9521
Tu,12/13/2022,135.08,138.5996,132.8228,126.8176
Mo,12/12/2022,141.93,138.8608,132.701,126.6459
,,,,,
Fr,12/9/2022,132.79,139.202,132.5287,126.412
Th,12/8/2022,129.54,139.7086,132.4777,126.2258
We,12/7/2022,131.1,140.19,132.4808,126.0499
Tu,12/6/2022,129.09,140.3136,132.5474,125.8752
Mo,12/5/2022,126.5,140.3704,132.6175,125.6935
,,,,,
Fr,12/2/2022,118.62,140.4512,132.8336,125.531
Th,12/1/2022,119.77,140.772,133.1246,125.4492
We,11/30/2022,127.27,141.0524,133.3794,125.3205
Tu,11/29/2022,131.23,141.006,133.6038,125.1268
Mo,11/28/2022,131.73,140.8628,133.8029,124.8794
,,,,,
Fr,11/25/2022,129.6,140.7352,134.0472,124.6344
We,11/23/2022,136.2,140.7206,134.1929,124.4236
Tu,11/22/2022,133.53,140.458,134.1859,124.181
Mo,11/21/2022,132.13,140.2182,134.1549,123.942
,,,,,
Fr,11/18/2022,129.33,140.0584,134.1858,123.7057
Th,11/17/2022,132.18,140.1342,134.2247,123.4851
We,11/16/2022,130.83,140.1614,134.1729,123.2499
Tu,11/15/2022,128.62,139.9592,134.1244,123.0222
Mo,11/14/2022,119.99,139.9184,134.1376,122.8072
,,,,,
Th,11/10/2022,111.69,140.0154,134.3268,122.636
We,11/9/2022,124.4,140.3354,134.5474,122.5004
Tu,11/8/2022,126.33,140.4502,134.6844,122.2972
Mo,11/7/2022,128.33,140.3826,134.7804,122.0707
,,,,,
Fr,11/4/2022,128.44,140.3426,134.938,121.8339
Th,11/3/2022,136.28,140.4364,135.0457,121.5924
We,11/2/2022,141.17,140.3878,134.8252,121.3342
Tu,11/1/2022,148.42,140.2822,134.4664,121.0113
Mo,10/31/2022,147.92,139.79,134.0351,120.632
,,,,,
Fr,10/28/2022,144.6,139.2368,133.582,120.2652
Th,10/27/2022,142.78,138.6988,133.1586,119.9314
We,10/26/2022,140.2,138.1798,132.7081,119.6081
Tu,10/25/2022,147.78,137.6522,132.2988,119.2805
Mo,10/24/2022,154.02,136.8222,131.9148,118.9303
,,,,,
Fr,10/21/2022,156.95,135.964,131.4458,118.5536
Th,10/20/2022,155.61,135.1302,130.8611,118.1844
We,10/19/2022,147.73,134.5204,130.3299,117.8268
Tu,10/18/2022,145.79,134.0482,129.9095,117.4736
Mo,10/17/2022,150.42,133.584,129.5631,117.1328
,,,,,
Fr,10/14/2022,152.89,132.987,129.1608,116.7707
Th,10/13/2022,155.08,132.37,128.7429,116.3938
We,10/12/2022,160.72,131.853,128.3426,116.019
Tu,10/11/2022,155.57,131.0486,127.884,115.6019
,,,,,
Fr,10/7/2022,148.46,130.2644,127.5229,115.2083
Th,10/6/2022,153.29,129.6938,127.2178,114.8635
We,10/5/2022,152.01,128.9736,126.831,114.4822
Tu,10/4/2022,151.21,128.5044,126.4982,114.0844
Mo,10/3/2022,152.94,128.0456,126.1666,113.6739
,,,,,
Fr,9/30/2022,141.89,127.4608,125.9048,113.2795
Th,9/29/2022,148.14,127.046,125.7381,112.965
We,9/28/2022,158.99,126.5412,125.4709,112.6063
Tu,9/27/2022,158.12,125.8554,125.1082,112.1832
Mo,9/26/2022,153.61,125.2468,124.7469,111.7903
,,,,,
Fr,9/23/2022,137.28,124.7716,124.4754,111.4237
Th,9/22/2022,131.93,124.7812,124.4543,111.1779
We,9/21/2022,130.54,124.8646,124.419,110.9577
Tu,9/20/2022,134.66,125.216,124.401,110.7008
Mo,9/19/2022,133.79,125.4772,124.3555,110.4402
,,,,,
Fr,9/16/2022,124.95,125.7064,124.3103,110.1861
Th,9/15/2022,124.07,126.2016,124.3771,109.9816
We,9/14/2022,125.35,126.743,124.4176,109.8083
Tu,9/13/2022,128.87,127.3592,124.471,109.6288
Mo,9/12/2022,123.07,127.6652,124.4335,109.4001
,,,,,
Fr,9/9/2022,121.54,127.9138,124.4302,109.1877
Th,9/8/2022,124.14,128.0916,124.438,108.976
We,9/7/2022,133.12,128.3132,124.3932,108.7223
Tu,9/6/2022,133.54,128.3152,124.2253,108.4292
,,,,,
Fr,9/2/2022,120.72,128.1844,124.0678,108.1694
Th,9/1/2022,126.58,128.2896,124.1593,107.9737
We,8/31/2022,124.84,128.3568,124.1421,107.7487
Tu,8/30/2022,127.69,128.6382,124.1204,107.5176
Mo,8/29/2022,130.14,128.7594,124.0827,107.2707
,,,,,
Fr,8/26/2022,122.95,128.9186,123.945,106.9851
Th,8/25/2022,126.33,129.1782,123.7992,106.7252
We,8/24/2022,133.13,129.5334,123.6193,106.428
Tu,8/23/2022,133.85,129.655,123.3568,106.0854
Mo,8/22/2022,135.89,129.2626,123.1481,105.7723
,,,,,
Fr,8/19/2022,123.81,128.6506,122.9684,105.4481
Th,8/18/2022,120.26,128.2802,123.0231,105.2207
We,8/17/2022,117.7,127.9272,123.0732,104.9967
Tu,8/16/2022,116.83,127.6184,123.0276,104.768
Mo,8/15/2022,113.82,127.2364,122.9165,104.5341
,,,,,
Fr,8/12/2022,106.28,126.9454,122.8321,104.2985
Th,8/11/2022,111.11,127.0074,122.7887,104.1119
We,8/10/2022,115.26,126.9276,122.5953,103.9165
Tu,8/9/2022,125.12,126.592,122.3603,103.6873
Mo,8/8/2022,124.12,126.1394,122.1148,103.3891
,,,,,
Fr,8/5/2022,122.58,125.7708,121.8839,103.1097
Th,8/4/2022,120.57,125.5422,121.7089,102.8507
We,8/3/2022,122.04,125.3346,121.4935,102.5613
Tu,8/2/2022,129.23,125.1158,121.3262,102.2479
Mo,8/1/2022,120.5,124.8322,121.1429,101.906
,,,,,
Fr,7/29/2022,116.36,124.7194,121.2716,101.6182
Th,7/28/2022,119.93,124.7814,121.5083,101.3346
We,7/27/2022,117.28,124.7418,121.6272,101.0396
Tu,7/26/2022,128.55,124.6884,121.6062,100.7564
Mo,7/25/2022,128.27,124.492,121.4235,100.4278
,,,,,
Fr,7/22/2022,123.7,124.2876,121.3234,100.0895
Th,7/21/2022,121.15,124.3488,121.0904,99.7579
We,7/20/2022,122.9,124.4302,120.8123,99.4575
Tu,7/19/2022,124.7,124.4006,120.5908,99.149
Mo,7/18/2022,127.69,124.361,120.2953,98.8391
,,,,,
Fr,7/15/2022,129.85,124.247,119.9738,98.5032
Th,7/14/2022,137.76,124.1792,119.6189,98.1462
We,7/13/2022,136.1,124.1274,119.203,97.7413
Tu,7/12/2022,148.11,123.9734,118.7694,97.3404
Mo,7/11/2022,147.72,123.586,118.2283,96.8959
,,,,,
Fr,7/8/2022,145.25,123.2338,117.7739,96.4552
Th,7/7/2022,149.71,122.9142,117.2617,96.0092
We,7/6/2022,151.14,122.5526,116.6498,95.5292
Tu,7/5/2022,156.16,122.0922,115.956,95.0432
,,,,,
Fr,7/1/2022,144.17,121.5828,115.2216,94.521
Th,6/30/2022,135.5,121.2018,114.6543,94.0657
We,6/29/2022,130.43,120.9466,114.1761,93.6468
Tu,6/28/2022,135.22,120.7844,113.7292,93.2577
Mo,6/27/2022,133.22,120.4732,113.2255,92.8667
,,,,,
Fr,6/24/2022,127,120.1354,112.7455,92.4858
Th,6/23/2022,125.98,119.9512,112.3269,92.1171
We,6/22/2022,129.94,120.029,111.92,91.7663
Tu,6/21/2022,138.91,119.9274,111.4768,91.407
,,,,,
Fr,6/17/2022,133.75,119.6026,110.9452,91.0101
Th,6/16/2022,138.1,119.406,110.4534,90.6421
We,6/15/2022,135.93,118.9714,109.9101,90.2415
Tu,6/14/2022,144.09,118.4202,109.3611,89.8789
Mo,6/13/2022,139.21,117.7052,108.7298,89.481
,,,,,
Fr,6/10/2022,114.23,117.0586,108.1391,89.1001
Th,6/9/2022,105.29,117.0336,107.8431,88.8401
We,6/8/2022,105.29,117.2862,107.5561,88.6134
Tu,6/7/2022,102.61,117.766,107.2289,88.3839
Mo,6/6/2022,102.26,118.2192,106.9483,88.161
,,,,,
Fr,6/3/2022,97.73,118.4368,106.7042,87.9511
Th,6/2/2022,99.27,118.5966,106.5081,87.7595
We,6/1/2022,109.38,118.7188,106.2623,87.5404
Tu,5/31/2022,107.12,118.57,105.9458,87.2804
,,,,,
Fr,5/27/2022,98.48,118.263,105.6614,87.0481
Th,5/26/2022,102.49,118.1286,105.5077,86.8885
We,5/25/2022,105.69,118.0902,105.3236,86.7047
Tu,5/24/2022,111.15,117.997,105.0377,86.4894
Mo,5/23/2022,110.19,117.8756,104.7024,86.2515
,,,,,
Fr,5/20/2022,111.1,117.6524,104.3805,86.0139
Th,5/19/2022,115.05,117.5366,104.0447,85.7855
We,5/18/2022,114.86,117.4536,103.6954,85.5317
Tu,5/17/2022,119.46,117.8238,103.3197,85.2634
Mo,5/16/2022,117.95,118.2352,102.8936,84.9764
,,,,,
Fr,5/13/2022,114.61,118.5126,102.5093,84.6987
Th,5/12/2022,118.73,118.524,102.1334,84.476
We,5/11/2022,118.05,118.355,101.6707,84.2275
Tu,5/10/2022,126.76,118.3592,101.1812,83.9637
Mo,5/9/2022,125.22,117.832,100.6542,83.6546
,,,,,
Fr,5/6/2022,121.42,117.1944,100.1918,83.3549
Th,5/5/2022,122.72,116.781,99.7417,83.0944
We,5/4/2022,121.99,116.2296,99.2581,82.8187
Tu,5/3/2022,126.46,115.7006,98.8336,82.4999
Mo,5/2/2022,135.17,115.0586,98.3719,82.1525
,,,,,
Fr,4/29/2022,128.4,114.2786,97.9016,81.7633
Th,4/28/2022,128.74,113.5654,97.4965,81.4252
We,4/27/2022,130.11,112.8706,97.0005,81.0854
Tu,4/26/2022,129.27,112.314,96.5249,80.7345
Mo,4/25/2022,131.63,111.6092,96.0619,80.3966
,,,,,
Fr,4/22/2022,128.12,110.747,95.586,80.0416
Th,4/21/2022,130.69,109.8198,95.1989,79.6838
We,4/20/2022,125.12,108.8604,94.7865,79.2924
Tu,4/19/2022,122.74,108.1068,94.3668,78.9544
Mo,4/18/2022,122.32,107.4056,93.9451,78.6271
,,,,,
Th,4/14/2022,119.66,106.674,93.514,78.2994
We,4/13/2022,116.33,105.9778,93.0513,77.9828
Tu,4/12/2022,117.79,105.3556,92.6331,77.679
Mo,4/11/2022,129.87,104.7026,92.271,77.3643
,,,,,
Fr,4/8/2022,124.86,103.811,91.7881,76.9929
Th,4/7/2022,122.67,103.0262,91.3554,76.6618
We,4/6/2022,123.92,102.2878,90.9148,76.3577
Tu,4/5/2022,116.37,101.5008,90.4587,76.0404
Mo,4/4/2022,108.37,100.8488,90.0252,75.7331
,,,,,
